fen,best
r4rk1/pppb1ppp/5P2/3qP3/8/1P4Q1/6PP/RN3RK1 b - - 2 21,d7c6
4r1k1/5p1p/p5p1/1p1Q4/2pB1bP1/2P4P/PP2q3/3R1RK1 w - - 0 30,d1e1
r4r1k/pp3Pb1/2b3p1/2Q5/5pPq/2N4P/PP5K/1B1RR3 w - - 1 28,b1g6
6k1/6pp/4p1rr/2Ppbp2/1P6/4PB1q/1B2QPP1/R1R4K w - - 0 30,g2h3
8/p6p/4p1pk/1BQb4/P5PK/8/3p2r1/8 b - - 2 37,d2d1q
3rr1k1/2p2qpp/1p6/pP6/P2B2Q1/1R2P2n/5p1P/5R1K b - - 1 34,f7b3
3kr3/ppp5/3p3p/5p2/PPP2pbq/3QB3/6P1/4RKR1 w - - 0 24,e3f4
1br1Q2k/pp4pp/5p2/5p2/1B1p1q2/P2P1b1P/1PP2PP1/4R1K1 b - - 3 34,c8e8
1R6/2P2kp1/8/5K1p/7P/3PqPP1/2P5/8 w - - 0 44,c7c8q
rnbqk1nr/ppp1bppp/8/3pp3/P5P1/5P2/1PPPP2P/RNBQKBNR w KQkq - 1 4,a4a5
r3r2k/1ppq1pp1/1p1p1n1p/5N2/1n2P3/1P4QP/PP3PP1/R1B1R1K1 b - - 6 17,f6e4
6r1/5pk1/1q2p3/pn1p4/2pP1P2/2n2P1Q/P1NK4/7R b - - 1 33,b6d8
r3k2r/2q2pb1/p3p3/3p2Np/7B/1RP2n2/P5PK/3QRB2 w kq - 1 25,h2h3
rn3rk1/pbp2pp1/1p2pq1p/8/3P4/2PQ1N2/PPB2PPP/R3K2R b KQ - 3 12,b7f3
rn1q1rk1/ppp2ppp/3p4/2bPp1B1/2P1n1b1/5N2/PP2PPPP/R2QKB1R w KQ - 0 8,g5d8
r2q2rk/5pp1/pp2b2p/2p5/6RQ/1P1B4/PB1P1PPP/4R1K1 b - - 0 22,e6g4
r5k1/5ppp/5n2/2Pp4/pq1P4/R3PP2/2Q3PP/1N4K1 w - - 1 27,c2a2
1R6/5p1k/6pp/p4b2/3Q4/K1P5/P5q1/8 b - - 11 42,f5e6
3k2Q1/R7/p2K4/1p1b4/1r6/7P/8/8 b - - 0 49,d5g8
r3r1k1/ppq3pp/3b1n2/3pN3/1P1P2b1/2P2Q2/5PPP/RNB1R1K1 w - - 4 17,e5g4
4r1k1/ppR2ppp/8/1P1p4/PQ1b4/6B1/5PPP/4q1K1 w - - 8 30,b4e1
5rk1/5p1p/p1p2RpQ/4pP2/8/1P6/P1P1rqPP/5R1K w - - 1 25,f5g6
rn1k2B1/pppb2Qp/5B2/4b3/4p3/8/P1P2PPP/qN1R2K1 b - - 0 13,e5f6
r4rk1/pb1n2p1/np1bppN1/3pB2Q/5P2/PP2PR2/2qN2PP/R5K1 b - - 1 18,d6e5
r4rk1/1p3pbp/p3p1p1/7b/P2N2nq/4P1N1/BP6/R1B1QRK1 w - - 0 18,g3h5
4r1k1/ppp2p1p/6p1/8/3Q4/2P5/q2K1PPP/3R3R w - - 0 20,d2d3
1rQ4k/6p1/1P2pp1p/6q1/3p4/3BP2P/5PP1/2R3K1 b - - 1 40,b8c8
2k2r1r/pp2n1p1/2n1N1b1/3p3p/P2P4/1PP3qP/3NBP1b/R1BQRK2 w - - 3 19,e6f8
r6k/1p4p1/pN6/2Q5/P1B3KP/3P2n1/1PP5/5q2 b - - 1 30,g3e2
2r4k/5Q1p/3q1Np1/8/8/6P1/5P1K/8 b - - 8 46,d6f8
6k1/5ppp/p7/1p1b4/8/B4N2/2r2PPP/4R1K1 b - - 0 24,d5f3
r1b2kn1/pp2q1B1/2p1p1Q1/7B/2P1p3/1P3N2/P4PP1/R3K3 b Q - 0 22,e7g7
6k1/6p1/3Qpb2/7r/4q3/rP6/KP5P/3RR3 w - - 0 31,b2a3
2kr3r/1p2bp2/1p2bn1p/p3B1p1/N7/P7/2P1BPPP/R4RK1 b - - 1 19,b6b5
2rq1rk1/1b2bppp/pn1p4/5NPP/1p1QPp2/5B2/PPP1N3/R4R1K b - - 1 19,e7g5
8/1R4pk/7p/8/6PK/r6P/8/8 w - - 5 44,h4h5
r3k3/bpp2p2/p1npbq2/4p3/2B1P2P/P2P4/1PP2PP1/R2QK2R w KQq - 0 16,c4e6
3r2k1/3RRppp/1p3r2/p7/8/1P4P1/P4PKP/8 b - - 3 27,d8d7
rn1qkb1r/pbp1pppp/1p6/4N3/2BP4/2n5/PPP2PPP/R1BQK2R b KQkq - 1 7,c3d1
r1b1k2r/1p3p2/pqn3pp/4b3/2Q1P3/2N3N1/PP4PP/2KR1B1R w kq - 1 18,c3d5
4r2k/6pp/8/p3RR2/P2r4/7P/6PK/8 b - - 0 38,e8e5
5r2/1pq2pkp/p3pNpB/P1p1b3/2P5/1P3P2/3QKP1P/8 b - - 3 29,g7f6
r1bqk2r/p1pp1ppp/1p6/2bPn3/4P3/5P2/PP1B2PP/R2QKBNR w KQkq - 1 10,g1e2
4qrk1/r2b1pp1/1pp1pn1p/p3P3/Pb1P2P1/3Q1N1P/1P2RP1B/1BR3K1 b - - 0 22,f6d5
4r1k1/p1p4p/5pp1/Np6/5nNb/PP5P/2R5/3RrK2 w - - 6 35,d1e1
5rk1/p3pp2/6p1/1r1p3p/2nRNP2/1P5P/q1P1Q1P1/KR6 w - - 0 23,a1a2
2k2b1r/1p1bp3/p3B3/B5pp/3R4/8/PPP2PPP/6K1 b - - 3 22,d7e6
6B1/p3B2k/1p4R1/b7/5N2/2p2b2/1p5r/1K6 b - - 5 42,h7h8
2k5/ppp2R2/4K3/6p1/5bP1/P1n2P2/1r6/8 b - - 1 42,b2f2
rnb1k2r/ppppnq2/8/8/6Q1/2N3P1/PPPP2KP/R1B1R3 b kq - 2 14,d7d6
r4rk1/pbq1bppp/2n1p3/1pp1P3/4Q1n1/2P2N2/PPBN1PPP/R1B1R1K1 b - - 6 13,g4h6
4r3/3R1pkp/p4pB1/1p6/5P2/P7/1PP3PP/3n2K1 w - - 0 30,g6f7
2r1r1k1/p4ppp/2p5/q2nB3/2pP4/PQ6/5PPP/2R1R1K1 w - - 0 23,c1c4
8/5R1R/2p3p1/p2p2k1/P1n1n3/7P/2r2PP1/6K1 b - - 2 33,c2a2
2r5/6R1/3kp2p/pB1p1p1p/1p1P1Pn1/1P2P1KP/2r5/6R1 b - - 15 45,g4e3
rq3rk1/p3bppp/1pQ1p3/3p4/1P1P2n1/P3PN2/1B1NBPP1/5R1K w - - 1 18,f3e1
r5k1/1p3p1p/2p3p1/p3r3/P3Nn1q/2P2QP1/1PB2Pb1/R4RK1 w - - 1 20,f3g2
5k2/7Q/4Bp2/8/8/2b1P1P1/1p1n1PK1/8 b - - 3 51,b2b1q
4rQ1k/p5pp/1p1Br3/2p5/2Pq4/3B3P/6PK/5R2 b - - 2 29,e8f8
1k6/1p1r2p1/p1PN1p2/3pr3/1Q4Pp/2P3qP/1P3R2/5K2 b - - 0 33,d7d6
2k1R3/pbp1qQ2/1p2p3/8/2Pp4/P2B4/1P3P2/2K5 b - - 0 26,e7e8
8/8/5R2/3B1b2/P1P5/KPk2P2/6P1/4r3 w - - 5 48,f6f5
2k5/p1p5/2Q5/1p6/4P3/7q/P4R2/4n2K w - - 3 36,f2h2
3rr1k1/pp1b1ppp/5q2/3pP3/2pQ3N/2P3R1/PP3PPP/4R1K1 w - - 19 27,e5f6
6k1/5ppp/p2B4/3P1bP1/1p2q3/6QP/PP6/1Kr1R3 w - - 2 29,b1c1
r2q1rk1/5ppp/p1p1p3/3p4/2PQn3/PP2P3/1B3PPP/R4RK1 b - - 2 15,c6c5
2kr1b1r/ppp2Npp/5n2/q7/3n4/4B3/PPP2PPP/R2Q1RK1 b - - 0 12,d4f5
4k1r1/1qrp1p2/p2Rp3/1p2Pp2/5P1Q/P1P4P/1P4P1/3R3K w - - 1 34,d1d3
8/1kp1qppp/8/1p1P4/2Q5/2N5/6PP/1R2r1K1 w - - 1 34,g1f2
r2k3r/pppb1ppp/8/1q2pP1Q/8/1BP5/P1PR2PP/5R1K w - - 0 21,h5f7
8/8/R3pk2/1p4p1/4PnK1/P4P2/5P2/5B1r w - - 1 39,f1b5
1k1R1b1r/ppp1N1pp/2n5/8/6Q1/2P1B3/qP3P1P/2K4R b - - 0 16,c6d8
8/5prk/p2R4/1p2p2Q/4P3/P6P/6PK/2q5 b - - 2 29,h7g8
r5k1/5ppp/2p1p1qn/p1PpP3/P4P2/2P2R2/1rN3PP/3QR1K1 w - - 0 21,c2d4
r2q2k1/1b2bpp1/pp2p3/3pP1PQ/5N2/7R/PPP2PP1/1K6 b - - 2 25,e7g5
5rk1/2p3pp/p1p5/8/4p3/2P1n1bP/PP1N2P1/R1B3K1 w - - 0 23,d2e4
1k6/1p4P1/pPp1p3/K7/P7/8/7p/8 b - - 0 51,h2h1q
8/6q1/pp1p1k2/3Pb2p/P1P3BP/1P3p2/2Q2PPK/4R3 w - - 0 40,h2h3
2kB2nr/ppp5/6q1/5p1p/4P3/P2P1p1P/1PQ2P2/R4RK1 w - - 1 18,g1h2
3r4/8/5k2/7p/1R2B3/8/1p3PPP/6K1 w - - 2 39,b4b2
3r4/6R1/p3pp1p/1p1bPk1P/5P2/P3K3/1P2B3/8 b - - 2 31,f6e5
4rn1k/3bQ1pp/Bp2p3/1N1pP3/8/8/PP4PP/5R1K b - - 0 26,e8e7
k1r5/R4pp1/Pp1p3p/2rQ4/5q2/2P5/2P2PPP/R5K1 b - - 0 25,a8a7
R5k1/5rpp/8/4q2n/8/1P5P/2P3P1/5RK1 b - - 1 26,f7f8
r2qkbnr/1p3ppp/p1n1p1b1/3pN3/3P2P1/2NB1Q2/PPP2P1P/R1B1K2R b KQkq - 2 9,g6d3
8/1k4r1/7p/2P1R3/1B1P4/P4r2/7P/6K1 w - - 2 41,g1h1
r1bqrk2/pp1np1bp/2n1Q1p1/3p2N1/3P4/2PB3P/PP3PP1/R1B1R1K1 b - - 3 16,d7e5
7r/8/pRk1p1n1/3p1q2/2p2Bp1/2P5/5P1P/1R4K1 b - - 2 29,c6c5
4N3/6bk/4Q3/3Pp1p1/4P2p/3bB2P/3N1KP1/q6n w - - 5 41,f2f3
8/1bk4p/3q4/5p2/3P4/1Q4P1/P5KP/5R2 w - - 1 50,g2h3
r5k1/2p3pp/2b1r3/p2N4/1P6/2P3P1/3R1K2/6R1 w - - 4 31,d5c7
4R3/1pQ2pk1/1p6/4p3/6b1/3BP3/1PP2q2/3K4 w - - 1 28,d1c1
r1br4/pp2R2p/6pq/5p1k/3P2P1/3nQP2/P6P/2R4K b - - 0 28,h5h4
1n2r1k1/2q2p2/1p4Np/p1pb4/P1P1P3/2QP2P1/7P/5RK1 b - - 0 33,d5e4
r2q1rk1/1p1n1pp1/2p1p3/3pN3/3PnP1Q/pP1P1P2/P3N1PP/2R3RK w - - 1 20,h4d8
2k3r1/pp2bp2/2p5/4p3/4Pp1p/1PPB1Prq/P2R1Q2/4RN1K w - - 0 28,f2h2
r2r3k/1ppb2p1/p5Bp/P3N3/1P2p3/2n1P3/6PP/R4RK1 b - - 3 20,d7e8
6k1/6p1/b1p1p2p/4P1p1/P2Pr3/2p5/2R1NPPP/6K1 w - - 0 38,e2c3
r2q1rk1/p3bp1p/1p2pB1p/3b3n/3p3P/3B2R1/PPP1QPP1/1K1R4 b - - 1 18,h5g3
3r2k1/3r1pp1/2p1p1np/p3b3/2P5/1P2BQ2/Pq5P/1B3RRK w - - 0 32,b1g6
4Qrk1/pp3ppp/3p1b2/5P2/8/1N3N1n/PP4PP/1R2R1qK w - - 5 24,e1g1
1nk3rr/1bpp1p2/1p2p2n/1P4qN/Q2PP2p/2PB4/3N1PPP/R4RK1 w - - 2 18,d2f3
r1b1kr2/7R/p2p4/2pP2nB/2P1p3/P1N5/3K4/5R2 b - - 1 33,e8d8
4Q2k/2q2rpp/8/1p1p4/1p1P4/P6P/2P3P1/5RK1 b - - 0 25,f7f8
r2qkbnr/pppb2pp/5p2/3QB3/2B5/8/P4PPP/RN3RK1 b kq - 1 11,c7c6
4r1k1/6bp/1R4p1/1pp2p2/p1b2B2/2P1NqP1/1PQ2P1P/6K1 w - - 4 28,e3c4
2R5/pp4pk/1b2prQp/3pN2P/3Pn3/BP2q3/P5PK/8 b - - 3 29,f6g6
r1q5/pp5k/2p2rpp/4p3/2P1Q2P/6Nn/PP3P1K/3R3R w - - 0 29,e4e5
rn3rk1/ppp2ppp/3b4/8/2B4q/1PNP1Q2/PB3P2/R4R1K w - - 3 17,h1g1
6k1/2p3p1/2p3np/1bqpp3/8/4P2P/PQ1N1PP1/2r1K2R w K - 0 27,b2c1
r3kb1r/p4pp1/2p5/n3q2p/4p1n1/8/PPPPBPPP/RNBQ1RK1 w kq - 4 15,d2d3
3q2k1/pb3n1p/6pB/5p1n/8/1Pp1Q3/P1P2PPP/R5K1 b - - 4 28,d8d5
rnb1kb1r/pp2pppp/1qpp4/8/4P1n1/2NP1NP1/PPPB1P1P/R2QKB1R w KQkq - 5 7,f1g2
1rb2r2/1p1n1pp1/p1p1p2p/2Pp2k1/1P2PNN1/3P1PP1/1P4BP/R5K1 b - - 0 28,h6h5
4r1k1/6pp/2Q2n2/3B1P2/1p3P2/6PP/1r3q2/2R3RK b - - 0 33,f6d5
3r1k2/5bp1/1B2Pn1p/pP3P2/P3K1RP/3P4/3b4/6R1 w - - 1 41,e4e5
2rqk2r/p4ppp/2P2p2/1p6/1bp5/4PQ2/1P3PPP/R1B1KB1R w KQk - 1 15,e1e2
5rk1/5ppp/8/3Q4/3B4/1P2P1b1/5P1q/2R3K1 w - - 7 39,g1f1
r2q1rk1/pb2Bppp/1p6/3p4/8/P1n1PN2/1PQ2PPP/1B3RK1 b - - 1 17,d8e7
1rbq1r1k/3n1pb1/pp1ppnp1/2pP3p/2P1N3/1PQ1P1P1/PB2NPBP/R4RK1 b - - 3 14,f6e4
2rR2k1/1r3ppp/2p5/4p3/Np2P1n1/8/PPP2PPP/3R2K1 b - - 3 20,c8d8
8/8/8/8/8/p7/kpK5/6Q1 b - - 1 62,b2b1q
1r1r2nk/1b4qp/4p3/1ppp2PR/2P1PPK1/3P4/1B4B1/R6Q b - - 0 29,g7b2
8/2p3pk/8/1P1Q1p2/3P4/r5pP/6P1/6qK w - - 0 32,h1g1
4k3/3p1pr1/p1q1p3/4Q3/P5Pp/2P4P/1r4P1/3R1R1K w - - 2 29,e5g7
1k2rb1r/Q1pq4/3p3p/1PB1pbp1/2P5/3P3P/P3PP2/1R2K2R b K - 4 23,b8c8
r1bq1Q1k/6pp/pp6/2pPb3/B1P3r1/1N6/PP4PP/1R3R1K b - - 2 25,d8f8
2krr3/4bR2/1p2PN1p/2p3p1/2n3P1/7P/8/R1B3K1 b - - 3 30,e7f6
5k1R/5r2/4Q3/6p1/3p4/3q2PK/8/8 b - - 1 36,f8g7
8/1pQ5/p2B1k2/1P1Pp3/3qPnK1/3P1p2/5Pr1/5R2 w - - 5 41,g4f3
r1bqkbnr/pppp1ppp/8/4p2Q/2BnP3/3P4/PPP2PPP/RNB1K1NR b KQkq - 2 4,d7d6
r1bk4/1p3p1p/p2pp3/2p1bP2/7q/2NB1Q2/PPP4P/R4RrK w - - 0 18,h1g1
rnBk1b1r/1pp1pQ1p/5p2/qp6/8/8/P1PP1PPP/R3K1NR b KQ - 0 12,d8c8
r2qkb1r/p4pp1/1pp1n3/4Nb1p/3Pp3/PQ4P1/1P1BPPBP/R4RK1 b kq - 1 14,e6d4
8/1N5p/p1P1kp2/2Bp2pK/1P1P2P1/5P1P/6r1/5b2 b - - 1 43,g2h2
6kr/4p2p/4N1p1/p7/3B1PN1/3P4/p4KPP/1r6 b - - 1 27,a2a1q
1Q6/8/1kp5/3b1p1p/1p2p2P/4P1P1/1q3P2/5BK1 b - - 5 59,b6a5
2kr3r/pp3ppp/2p5/2b1P3/4B3/2P2NP1/bPP4P/2K1R2R w - - 0 17,b2b3
r2q1rk1/pb3p2/1p2p1p1/3pPnNp/5PP1/PP1P3Q/1B5P/R4RK1 b - - 0 19,h5g4
r1b1k2r/1pqp1ppp/p3pn2/8/1bPNP1n1/2NBB3/PP3PPP/2RQ1RK1 w kq - 11 11,h2h3
k7/8/p2Q4/3pB3/1K1P4/P1P5/1q3r2/3R4 w - - 5 42,b4a4
2r3k1/1b5p/1p2Q1pN/p7/1qB1rP2/1P6/P5PP/5RK1 b - - 2 30,g8h8
r2k2nr/ppp5/3p1p1p/3N1bpB/3Qq3/4P1P1/PPP2PP1/R3K2R w KQ - 6 15,e1c1
r1b1qr2/ppp1bp1k/2n1pB1p/4PB2/2P3QN/8/PP3PPP/R4RK1 b - - 0 17,e6f5
r1b1k2r/pp1p1ppp/1qn1p3/1B6/1b2n3/2N2N2/PPPB1PPP/R2QK2R w KQkq - 2 9,b5c6
3r2k1/1bq1rp1p/p7/2p1p3/Pp3P1Q/1Pn3R1/6PP/R5K1 b - - 1 28,g8h8
r6k/pppb1r1R/3p4/3P2q1/2P1Q3/3B1PP1/PPR2KP1/8 b - - 0 24,f7h7
3r1k2/pp3ppQ/5q2/8/2p2R2/P1P4P/1P1Br1P1/7K b - - 3 30,f6e7
r3r1k1/3Rpp1p/5bp1/8/1p4P1/1p5P/P1P2P2/1KBR4 w - - 0 27,a2b3
r1b2k1r/pp2bBpp/2p5/8/5P2/1QN4n/PP4PP/R1BR2qK w - - 7 21,d1g1
8/6k1/3p1r2/3P1n1Q/2Pq2nP/6R1/PP4P1/5RK1 w - - 1 38,g1h1
r4k1r/ppp1n1p1/4Bp2/7p/3P2q1/1Q2BN1b/PP3P1b/2R1R1K1 w - - 2 19,g1h2
r1b3kr/ppp3p1/4p1Bp/3Pq3/1bP5/5QpN/PP4PP/R4K1R b - - 0 18,e5b2
r1b2r1k/ppp3p1/7p/2nBp1q1/7b/2P1P2P/PP1NK1PB/2RQ2NR w - - 7 18,d2f3
r1bR4/pp3kp1/2p1ppNp/2P2n1P/P1B5/8/5PP1/6K1 b - - 3 28,f5e7
r2q1rk1/1pp2ppn/2n3Np/p7/P1BPp1b1/2P1P3/1P1N2PP/R3QRK1 b - - 3 15,f8e8
r4bk1/p4ppp/8/2pN4/1P1n4/P4P1b/3P1P1P/R2Qr1KR w - - 3 19,d1e1
2kr1r2/pnpp3p/1p3p2/2q2Pp1/8/2P2QB1/P1P2PPP/2KRR3 b - - 0 18,b7a5
rnb1kb1r/pp3ppp/2p5/3nP1B1/4NP2/4q3/PPP1B1PP/R2QK2R b KQkq - 4 11,d5f4
8/6Q1/8/8/5pkq/8/8/5K2 b - - 13 70,g4h3
r7/1p4k1/1bp3p1/p2pP3/P4r2/2N3P1/1P4P1/R6K w - - 0 27,g3f4
8/p7/5k2/5Np1/1PB1p1r1/4Pb1K/P7/4R3 w - - 0 40,f5g3
1rb2rk1/pp2qp1p/1n2p1p1/3p4/2P3N1/3BP3/PQ3PPP/2RR2K1 b - - 1 21,f7f5
rnbqk2r/pp6/3bp2p/3pN1pQ/2pPn3/2P3B1/PP3PPP/RN2KB1R b KQkq - 5 11,e8e7
2r3Qk/1b4pp/pq5N/1p6/4PP2/P2P2P1/1Pr4P/1R2RK2 b - - 6 33,c8g8
r2qkbnr/pp1npN2/2p4p/6pP/3P4/3Q2N1/PPP2PP1/R1B1K2R b KQkq - 0 12,e8f7
r4rk1/pp3n1p/2p1Q1p1/2b2p2/5Pq1/1BN3P1/PP1B3P/R3R2K w - - 1 22,e6c4
2k5/pr4p1/3BppQp/1P6/8/7P/P4PPK/2q5 b - - 8 35,c1g5
2rqkb1r/4pp1p/p4p2/np1N1b2/3P4/1B3N2/PPP2PPP/R2QR1K1 b k - 0 13,a5b3
3r1r1k/pp4pp/5n2/4Np2/1P6/P5Q1/1B1q1P1P/R4KR1 b - - 2 21,d2b2
Qbk5/1p3ppp/5n2/1qpp4/3P4/2P5/PP3PPP/R1B1rNK1 w - - 6 18,c1f4
4R3/8/8/8/8/1KB4r/3r4/3k4 b - - 48 70,d2d3
rq2k2r/1b2b1pp/p2pQ3/8/Pp5P/1n6/1P3PP1/3RR1K1 b kq - 0 21,b3c5
1k1r4/ppp3pp/2nb4/q7/Q7/3P1B1P/PPP2PP1/4R1K1 w - - 1 19,f3c6
r2qk2r/pp1n1ppp/2p1p3/2PpNb2/3P1P1b/PP4n1/3NP2P/R1BQKB1R w KQkq - 0 11,h2g3
2r3k1/q6p/4N1p1/4N3/P4P1Q/7P/1PP1r1PK/8 b - - 6 34,c8c2
6k1/3r2pb/1B5p/p1p1b3/2P5/1P1q2NP/P5PK/R3Q3 b - - 2 34,e5a1
r2qk2r/pp4pp/2n1p3/2ppn1bQ/8/P1NP3P/1PP3P1/R1B2RK1 b kq - 1 15,e5f7
r4rk1/1pp3p1/1pnpp1qp/4p3/1PP1Pn2/P2P1N1P/5PPK/R1BQR3 w - - 3 16,a1a2
7k/6p1/p1p4p/1p2Pr2/1PpP3q/P1QbRP1P/5P2/2R4K w - - 5 30,c1g1
r6r/Q4R1p/1ppp2n1/k7/3P4/1R4P1/PbPq3P/7K b - - 0 30,a8a7
8/5p2/7k/4N2p/6pK/6P1/3r3r/7R w - - 0 46,h1h2
2b1B2k/6pp/p4p2/1pB1p1q1/4P3/5P2/Q2r2PP/R5K1 w - - 1 37,a2f7
3r2k1/3qnrp1/pp2p2p/3bB2P/1P1N1RQ1/8/P4PP1/4R1K1 b - - 4 30,f7f4
8/6p1/1p1R4/6kp/2PnB3/6P1/7r/5K2 b - - 5 41,d4e2
2r3k1/1b3pp1/p3p2p/1p1pq3/3R3Q/P1PBP3/2P2PPP/6K1 b - - 0 23,c8c3
2b1qrk1/4b3/p3pn1B/1p1p1p2/1P1P4/P2BP1Q1/5PPP/5RK1 b - - 1 22,g8h7
r4rk1/pp1qnpnp/4p1pQ/3p2N1/3P2P1/2N5/PPP2P1P/R4RK1 b - - 4 16,f7f6
rn3b2/pppk2pp/4Q3/3p2N1/8/5PP1/PPPP4/RNB1Kb1q b Q - 1 14,d7d8
1Qk4r/p4p2/p1p1qp2/P2p2nP/3P3p/4P2b/5P1K/1R4R1 b - - 1 30,c8d7
r4r1k/1pqb1pp1/p3p2Q/3pP3/PP3n2/2PB2R1/1B1N2P1/6KR b - - 0 23,g7h6
r5nr/pppk1pBp/3b4/3p4/7q/1P2p3/P1PP2PP/RN1Q1KNR w - - 0 10,g1f3
r4rk1/pp3ppp/1q2b3/2b3N1/4Q3/8/PP3PPP/R1B2RK1 b - - 4 16,h7h6
r4rk1/1p2ppbp/1q1p2p1/p2P3P/2P1P3/3n1P2/PP1QNP2/2KR3R w - - 0 18,d2d3
2Q5/pp4p1/2p3k1/2p1q3/2P5/3P2n1/PP1K1r2/3R2R1 w - - 0 37,d2c1
5r1k/pp4p1/3p4/1PPQ3p/P2p2pP/3P2pn/4P1B1/R5qK w - - 0 32,a1g1
3k2rq/2p2p2/1p1p4/1Q2n3/PP4n1/6N1/4PP1P/R4RK1 w - - 3 29,b5d5
2r3k1/pp2pp1p/3P2p1/3B1b2/3R4/5P2/PPr3PP/1K1R4 w - - 1 21,g2g4
4r3/p4Rpp/8/P2R4/5P2/5kP1/1P5P/6K1 w - - 1 37,f7g7
r1b2r2/pp2k1p1/4p3/2pn2R1/4B1Q1/8/PPP3PP/R4q1K w - - 2 23,a1f1
r1bq1rk1/4bpp1/p1p5/3p2BQ/8/3B4/PPP2PPP/R4RK1 b - - 0 16,e7g5
r1N2r1k/p1p2ppp/8/8/4p1n1/2P5/PP1P2P1/RNBQRK1q w - - 2 15,f1e2
r1q2k2/1pp2ppQ/4b2p/3N4/1b5P/6P1/P1B1RP2/6K1 b - - 1 29,e6d5
q7/p5kp/3p2p1/2p1p3/3r3n/1Q6/P4PPP/2R2RK1 w - - 2 29,b3e6
6r1/kp6/p6p/2pP1Q2/4NN1P/5P1K/PP5R/1q6 w - - 0 43,e4c5
r4rk1/p5p1/3p1nNp/1pp2P2/7B/8/qPPQ2PP/2KR3R w - - 3 19,g6f8
r2qkb1r/ppp1pppp/8/3nN3/2Qn4/7P/PPP2PP1/RNB1K2R b KQkq - 1 9,d5b6
r2q1rk1/p2n2b1/4p1Q1/2p3Np/7P/2P5/PP3PP1/2KR3R b - - 2 18,d8f6
r4rk1/pbqn1ppp/2p5/1p2PQN1/2pP4/P7/3BB1PP/b4RK1 b - - 1 18,c6c5
3r4/1b2kp1B/4p3/pppq4/8/P1P3RP/1PQ2PP1/6K1 w - - 1 32,g3d3
2kr4/pp1b1pp1/2p2nr1/3qP2p/8/1NPB3P/PP2QPP1/3R1RK1 w - - 1 18,e5f6
k2N3r/p5bp/6b1/2P5/3pBB2/P7/4P3/1R4K1 b - - 0 32,g6e4
r1q2rBk/3n2p1/2pp1bQN/4p3/p3P3/P6P/1Pn2PP1/1RB1R1K1 b - - 3 27,f8g8
8/p3r2p/1p1PQpk1/2p1p1p1/P1P3P1/1P3PKP/8/5q2 w - - 0 50,d6e7
4r3/pp5p/2p1pK1k/6p1/8/8/PP6/6R1 b - - 3 30,e6e5
8/7p/3kb1p1/6P1/4Rp1P/2N2n2/1p1r1P2/1B3K2 w - - 1 45,e4f4
5rk1/pq3p2/R2p1Qp1/5N1p/1n3P2/8/PP1r2PP/1K3B1R b - - 0 23,b4a6
r4rk1/1ppb1pp1/1b1pn2p/pP5q/P2P4/3Q1N1P/1BB2PP1/R3R1K1 b - - 10 20,e6f4
8/8/2B2k2/1P2p3/6PK/1r5P/8/8 w - - 0 53,h4h5
7k/1p5p/p2p1q2/2p5/P3P1pP/1PP3P1/6K1/5Q2 b - - 0 31,f6c3
3r3k/1R1nR2p/6rP/p2BN3/3p1p2/P2P2Pb/5P2/6K1 b - - 1 34,d7e5
5rk1/5pp1/4p1n1/p2p4/8/q1PP4/2P1QP2/1K1R2R1 w - - 0 29,g1g6
4k3/8/4K3/1R4P1/p5rp/8/8/8 b - - 2 49,a4a3
5r1k/ppp3p1/3p4/3Qp3/6rp/5R1q/PPPN3P/5RK1 w - - 0 26,g1h1
7k/1R5P/3B4/1p6/5K2/nr6/8/8 b - - 2 53,b3d3
r1bqk2r/pp1nBppp/3p4/2pnp3/2B1P3/3P1Q2/PPP2PPP/R3K1NR b KQkq - 0 8,d5e7
rnb1k1nr/pp3ppp/2p2q2/2b1p3/4P3/P1NP2P1/1PPB3P/R2QKBNR w KQkq - 1 9,f1e2
7k/3qn2p/2P3p1/5p2/1QPbp3/8/rB3PPP/4R1K1 b - - 0 27,e7c6
r2q1r1k/1pp1pp2/pnn5/4P1Qp/3P2bP/2NB4/PPP5/2KR2NR b - - 3 16,f8g8
8/6rk/1R5p/1R6/8/5P2/1p3PK1/1r6 w - - 4 51,g2h3
4rk2/1p3R2/p3r3/6Q1/2q5/2B5/PP4PP/7K b - - 0 30,f8f7
5rk1/5ppp/5n2/2Qb4/8/2P4q/P1P2PP1/1R2R2K w - - 0 27,h1g1
7k/4b1p1/1n1q1p1B/1rp1pP2/8/1B4P1/P1RQ1P1P/6K1 b - - 0 35,g7h6
1n6/p5kp/1p2B1pP/3p1pQ1/2r2P2/5q2/P5RK/8 b - - 0 30,g7f8
1kr2r2/3Q4/p2P2p1/q2Rpp1p/1p5P/8/PPP2B2/1K2R3 b - - 0 29,a5d5
3r4/pppk1rN1/1n4Q1/8/7P/3PR3/P1P2PP1/1qBK4 b - - 4 33,f7f2
3R4/7k/5Qp1/1p6/7p/7r/6PK/4q3 w - - 0 52,h2h3
1r3rk1/1p1QR1pp/1p6/2p5/P2p4/4n1P1/1PP1R1BP/5qK1 w - - 4 29,g2f1
1Rk1r3/2Br4/p1nP3p/2P2pp1/8/3p4/5PPP/1R4K1 b - - 2 34,c6b8
