fen,best
r1bq1r1k/p1pp3p/1pn2P1Q/2b5/3p4/P2B1N1P/1PP2PP1/RN2R1K1 b - - 0 15,d8f6
r5rk/1b2q2p/p3p3/1p2Pn1Q/8/P1N3PR/1PP4P/R5K1 b - - 0 24,e7g5
6k1/p1R2pp1/1p4rp/8/1P3n2/2P2P1P/PB1r1P2/R4K2 w - - 1 25,b2c1
1r3rk1/5pp1/1q2pb1p/3p4/3P4/2N2Q2/PP1R1PPP/1K1R4 w - - 0 22,d2d3
rnb1k2r/ppp2ppp/8/3P2q1/2BNp3/3Pn1K1/PPP2PP1/RNBQ1R2 w kq - 1 10,g3h2
B1qk1b1r/Q3pppp/5n2/3p4/6b1/4P3/PP1P1PPP/RNB1K2R w KQ - 1 12,a8b7
2kr3r/p1p1b3/Qp1qp3/2Nn3p/1P1P1ppP/2P3P1/P4P2/R1B2RK1 b - - 1 21,c8b8
r4r1k/1b1Q2pp/1q4n1/p3PN2/8/1NP2R2/P5PP/R6K b - - 0 24,b7f3
2r5/7p/1p4p1/1B6/4p3/R2pk3/P1P3PP/6K1 w - - 0 38,c2d3
r3r1k1/pB1b1pbp/2pp2p1/4p1q1/1PP4n/P1NPP2P/1BQ2PP1/3R1RK1 w - - 0 18,b7a8
r4rk1/1p4pp/p3p3/3pB1q1/4b3/P3P3/1P2QPPP/R4RK1 w - - 1 18,e5f4
5rk1/pp3ppp/6b1/8/3N4/P2R2QP/1r1q1PP1/2K4R w - - 2 24,d3d2
2kr4/pp6/6p1/8/4p1pP/5b2/PPP2Q1R/2Kq2R1 w - - 2 31,g1d1
r6k/pp2q1p1/3bbnQn/3p2NN/3pP3/7P/PP4P1/R1B3K1 b - - 1 23,f6h5
2r3k1/1p3pp1/p5qp/4Q1B1/8/8/1Pr3PP/1R2R2K w - - 0 30,g5h4
r1bq1k1r/pppp2pp/1b6/6pQ/1PB5/P7/5PPP/RN2R1K1 b - - 3 16,g7g6
7k/pb2P2p/6p1/3pP3/1pp3PP/8/P4R2/1q1KQ3 w - - 7 42,d1e2
3r2k1/5ppp/4n3/p3QP2/7P/2B3P1/2q5/4R1K1 b - - 0 35,e6f8
N2r4/pp2kppp/4bn2/8/8/1Pb2P2/P3n1PP/RKB2BNR w - - 1 15,a8c7
2b3r1/2rq1pbk/p5p1/1p2pN2/4P3/2PB1R1Q/PP4PP/6K1 b - - 1 26,g7h6
5k2/5p2/5Kp1/p2r4/1p6/1Pp5/8/R3R3 w - - 2 44,a1d1
3rr1k1/p4ppp/6n1/q2P4/Pb1QR3/5NP1/1B3P1P/3R2K1 b - - 4 26,e8e4
6k1/ppp2pp1/7p/4P3/2PQb2N/1P4PP/P4P2/2q3K1 w - - 1 28,g1h2
4rrk1/p7/5pp1/2pq3p/3p4/QP4P1/PBPN1P1P/R4K2 w - - 4 24,b3b4
rnbq1rk1/1p3ppp/4p3/p1np4/8/P1P1PNP1/1PQN1PP1/R3KB1R b KQ - 1 11,a5a4
7k/1p2p1rp/1pqr1p2/7R/3P4/pPPQ1R2/P5PP/6K1 w - - 8 30,f3h3
r5k1/p1Q2qpp/1n2B3/3p2P1/3B1P2/1P1bP3/7P/2R3K1 b - - 1 31,f7e6
1n6/1Pb5/p7/2kp3P/4p1P1/R4P2/2r3K1/1R6 w - - 1 51,g2h3
2krr3/ppp3Bp/2q5/4n1p1/8/1B2n3/PP3PPP/R2Q1RK1 w - - 4 19,d1e2
r1bqk2r/ppppbppp/2n5/3QP3/2B1n3/5N2/PPP2PPP/RNB1K2R b KQkq - 2 6,e4c5
r5k1/p1p2ppp/8/4n1q1/5n2/2P5/PB4PP/R2Q1RK1 w - - 0 18,b2c1
r1b2q1N/ppp1k1pp/2np4/4p3/4n3/1B6/PPP2KPP/RNBQ3R w - - 0 11,f2g1
8/R7/4p1pp/p3P1Bk/7P/P4PK1/r7/8 b - - 0 36,h6g5
5r1k/2R3pp/p7/2b1p3/4P3/8/P5PP/1Q3q1K w - - 6 34,b1f1
2kr1b1r/pp2ppp1/2p2n2/5bN1/8/1R6/PPP2PPP/RNB3K1 w - - 3 12,b1a3
r5k1/ppb1rppp/8/6Q1/3N4/1B5P/P4PP1/3q2K1 w - - 0 26,b3d1
r5k1/2p2p2/pqb4R/1p4r1/8/P6P/BPP3PK/R2Q4 w - - 3 22,g2g4
r2q2k1/4p1br/2p3Np/3n1Ppn/pp6/2P5/PPBB2PP/R3QNK1 b - - 7 22,b4c3
r4rk1/pb1p1pp1/1p5p/2b1pqn1/1P2P3/P1NB2P1/2P1QP1P/R4RK1 w - - 0 16,e4f5
8/7R/2pk1r2/1p1p1B2/pPnPPK2/P7/8/8 b - - 2 57,d5e4
r2q1rk1/p4pn1/2pp1n1Q/1pb1p2p/4P2P/2NP1P2/PPP2B1N/2KR2R1 b - - 3 20,c5f2
r2qkbnr/pbpppp1p/1pn5/6Bp/4P3/2NP4/PPP2PP1/R2QKBNR b KQkq - 1 6,f7f6
6r1/p1p5/1p1p1k1p/4p1q1/5p2/2P2P1r/PPPRQ1PK/6R1 w - - 0 32,h2h3
k7/p4p2/7p/6p1/8/6N1/PR1q1PKP/1R2r3 b - - 16 37,d2a5
3R1bk1/pp5p/5Qp1/5P2/2b5/7P/6PK/1q6 b - - 2 32,b1f5
8/P3R3/8/8/5P1p/3kp2P/r5P1/5K2 w - - 4 52,f4f5
8/p2R3p/1q3ppk/8/2Q5/1P2Pp2/P5rP/5K2 b - - 3 35,b6e3
2kr3r/6QP/3p1p1R/p2Ppq2/b1Pp4/5P2/PP2B3/2KR4 w - - 2 28,h6f6
r1bk4/pp6/3Pp3/5p1Q/1P1PpBrK/P7/6q1/2R2R2 w - - 1 33,h5g4
r3R2k/pp3Qp1/1np4p/6N1/3q4/8/PP3PPP/6K1 b - - 2 21,a8e8
r4rk1/1b1nqppp/p1p1p3/1p1n4/3P4/2NQPN2/PPB2PPP/2R2RK1 b - - 1 14,d5c3
6k1/1p3ppp/p2pr3/2b5/2P1b1q1/PP2P2P/1B3PP1/R5RK w - - 0 24,h3g4
r1bq1knr/pp2pB1p/3p2p1/4b3/4P3/PQN1B3/1P3PPP/2KR3R b - - 2 14,g8f6
1r3Bk1/5pbp/3p4/1ppP1p1P/8/4P3/qP1n1PP1/K2R1B1R w - - 0 20,a1a2
2q3bk/4R1p1/7Q/4Np2/8/7P/1Pr2PPK/8 b - - 0 34,g7h6
r2r2k1/pbp2pp1/4pn1p/1p1qN3/2pn4/P1B1P3/1PQ1BPPP/2RR2K1 w - - 0 18,d1d4
8/8/1p1b1k2/p1p1p1r1/P1PpRp1p/1P1P1P1q/6R1/5Q1K w - - 0 38,g2h2
r1b2r1k/ppp3pp/8/2PPn1q1/4Np2/1B2P3/PP3QPP/3R3K b - - 0 22,f4e3
4rrk1/2p2ppp/1b6/p2B3q/P3pP2/7b/1PPP2P1/R1B1QR1K w - - 0 21,g2h3
r2q1r1k/ppp1nBp1/1b1p3p/6N1/3pP1Q1/2P5/PP3PPP/RNB3K1 b - - 0 15,h6g5
1b6/6R1/1p1k4/3P1r2/2P3p1/3NB3/4KP1r/8 b - - 2 42,b6b5
r1b4k/pppp2p1/7p/3Bp3/1n2P3/3P2qP/PPP2rPN/R2QR1K1 w - - 1 18,e1e2
4r1k1/1p4pp/p7/3prN2/b4q2/2Q1RP2/P5PP/4R1K1 b - - 9 26,e5e3
5rk1/ppp3pp/2np4/2b5/2P5/1P5q/PB1N1P1P/R5QK b - - 0 18,c5f2
r5k1/5pp1/p1r4p/Pp1p2n1/1q1P4/3QP3/4NPPP/2R3K1 w - - 0 26,c1c6
r1b1k1nr/ppBp1p1p/4n2b/4Q3/2q1P3/8/PPP3PP/RN3R1K w kq - 5 13,e5h8
k5rB/pp2b2p/5p2/3p2q1/3pp3/1N6/P5PP/R2Q1R1K w - - 0 23,b3d4
r4k2/pp5Q/2p2qP1/4pb2/8/2Ppr3/PP1N2P1/R1K2R2 w - - 2 26,f1f5
r2qk2r/pppb1pQp/3p4/3B2b1/4P3/8/PPP2PPP/R3K2R b KQkq - 0 11,g5f6
r4k2/ppp1qppp/2p2b2/8/3nNBQ1/3P4/PP3PPP/4R1K1 w - - 6 22,e4f6
r4rk1/pppqbppp/3p1n2/3N4/3QP3/1P6/PBP2PPP/3R1RK1 b - - 8 13,f6d5
rnbqkbnr/3ppppp/p7/1p1Q4/2B1P3/8/PPP2PPP/RNB1K1NR b KQkq - 1 5,c8b7
2k4r/pp3ppp/8/6b1/2Pr4/2Bb1P2/PP4PP/2KR1B1R w - - 2 17,c3d2
2r2rk1/1p1bbppp/p3p3/q2pP1N1/3PnP2/2N1B3/PPQ3PP/R4RK1 b - - 6 17,e4c3
8/3R2pk/8/p2p3K/7P/P5r1/8/8 w - - 0 44,d7d5
2r2rk1/1p1q1ppp/p1np4/8/4P3/2Q3R1/PP3PPP/3R2K1 b - - 7 19,f8d8
r1b1k2r/p4ppp/1n1Bp3/2PpN3/4n3/P1P1P3/1q3PPP/R2QKB1R w KQkq - 1 15,a1c1
1r3rk1/1pp2p2/p1nb1n1p/6Nq/3P2b1/PN2B3/1P2BPP1/R2Q1RK1 w - - 1 18,e2g4
r2q3r/pppk1Bpp/2np1n2/2b5/4P1b1/1QN2N2/PP3PPP/R1B2RK1 b - - 4 10,g4f3
3k4/6R1/4p2p/2pbPp2/3p1P1b/1P1P3N/2PN3P/r2K4 w - - 5 31,d1e2
4kb1r/p2b1ppp/3p4/Q3p1B1/8/P4N2/1PPK1P1P/R6q b k - 1 16,h1a1
4rQ1k/1p4pp/pbp5/3p4/1P3R2/2P4P/3q2PB/6NK b - - 8 37,e8f8
rbr3k1/2q2ppp/4pn2/pR1p4/P7/4P3/P2BBPPP/3Q1RK1 w - - 3 18,d1c1
r1bqkb1r/ppp3pp/5p2/6N1/1n1p4/1B3Q2/PPP2PPP/RNB1K2R b KQkq - 2 9,f6g5
k1r5/3n4/pp1q3p/1QBPp1p1/2P2p2/5P1P/P7/KR3B2 b - - 0 35,b6c5
r2qk2r/pppnbb1p/3p3P/4p3/2Pn4/2NP4/PP3P2/R1BQKBNR w KQkq - 1 13,g1e2
r1b2k1r/ppBq2p1/2n2b1p/3B3Q/3p4/8/PPP2PPP/RN2R1K1 b - - 0 14,d7c7
r6k/ppp3pp/8/2bq4/3n4/3PB2b/PPP2PPP/R2Q1RK1 w - - 2 15,e3d4
r1bn1b1r/ppN1kppp/4pn2/4N3/2B1p3/8/PP1B1PPP/R3K2R b KQ - 3 12,a8b8
r4qk1/p1pn3p/3ppnp1/4P1P1/3P2P1/2N1Br2/PP3P1Q/R3K2R b KQ - 0 20,f6g4
3rR1k1/ppp2p1p/8/3P1q2/2P4r/P1Q4p/5PP1/4R1K1 b - - 1 26,d8e8
2Rk3r/1r2p1bp/pn2Bp2/8/1p1P1p2/1P2PN2/P4PPP/2R3K1 b - - 1 22,b6c8
3r1kr1/1p3p1p/p1n2p2/5N2/4Q3/2q5/P1P2PPP/3RR1K1 b - - 4 18,d8d1
r1b1k3/ppp5/2nqpn2/3P1pNp/P1P4r/2N5/1P3PP1/R2QRBK1 w q - 1 18,g5e6
r3kb1r/1pp3p1/p1p2p2/4p3/2N1Pnq1/3PB3/PPP2PPN/R4RK1 w kq - 0 15,h2g4
8/5p2/pp1P1rk1/4K2p/P1P4P/1P2R1P1/4R3/3r4 w - - 1 46,e3e4
r5kr/p3Bpp1/Qp4qp/8/4PP2/2P1n3/P1P3PP/3R1RK1 w - - 2 24,f4f5
8/p1p4k/1p5p/2p2p1K/2P1rr2/PN4RP/6P1/R7 w - - 1 34,b3d2
4r2k/pp3Q1p/2p2pp1/2P5/3P4/2P4P/P5PK/4r3 b - - 1 29,e8e7
2r1k2r/p4ppp/b2Rp3/1qP5/1B2p3/P3Q3/1PP2PPP/4K2R w Kk - 4 20,e3d4
r1b4k/pp2Q2p/2p3pN/3pP3/3n4/1Bq5/P1P1KPP1/R6R w - - 0 23,e2f1
5rk1/pp3qpn/2pb3p/3p4/6QP/1P1P2PN/PB2R2K/8 b - - 8 27,f7f1
r1bq1rk1/bp3pp1/p1n1p2B/4N3/3pQ3/P2BP3/1PP2PPP/R4RK1 b - - 0 14,c6e5
Nnb3k1/pp4pp/5p2/8/8/2Q4n/PP2r1PP/R1B2RqK w - - 6 21,f1g1
r6k/p5p1/8/2Pbp2p/1P4q1/7N/2Q3PP/R4RK1 w - - 3 31,c2f5
5N1R/6p1/p3ppp1/3p2k1/2pP1n1P/4KP2/2r3P1/8 b - - 0 43,g5f5
5Rk1/3Q1pp1/p1q2b1p/8/P2n4/8/5PPP/4R1K1 b - - 0 27,g8f8
8/4R1pp/1P3p2/1r6/4p3/3k3P/5PP1/5K2 w - - 1 45,b6b7
1Q3bk1/5p2/3Np1p1/3n2Np/P6P/5P2/1Pr2qP1/3R3K w - - 11 36,d6f7
4Q3/6p1/3K1k1p/5P1P/8/8/8/1q6 b - - 0 43,b1f5
8/p3Q2p/6p1/3q1p2/4bk2/3pR1P1/P4K2/8 b - - 0 37,f4g4
rnbqkb1r/pp1p3p/4p1p1/2p2nN1/2B3P1/5Q2/PPPP1P1P/RNB1K2R b KQkq - 0 7,f5d4
1rbq1knr/1pN3bp/p2P4/2pQp1pB/2P2p2/8/PP3PPP/R3R1K1 b - - 3 18,g8f6
2kr4/1pp4p/p2b4/2B2Ppq/P3p3/2Q2b2/1P5N/2R2R1K w - - 0 30,f1f3
1R6/p4r1k/6p1/3p3p/3Q1R2/P1P2nBq/2P5/7K w - - 2 35,g3h2
6k1/p4pp1/2p4p/8/3P1b2/5q2/PP2r1QP/6RK w - - 1 29,g2f3
4r1k1/5p1p/Q5p1/1p1Rb3/1P2P2q/P4P1P/2R3P1/6K1 w - - 3 28,c2c8
7r/R5R1/4pn1r/4Bk2/3Pp3/8/P4PP1/6K1 w - - 1 38,a7f7
2k4r/pp1n4/2p2pn1/3p4/P2P2p1/2N2qP1/1PPQ1P2/R3R1K1 w - - 3 23,d2e3
r4rk1/1pp1ppbp/p1np2p1/8/3PPn2/2PB1N1q/PP2QP1N/R1B2RK1 w - - 4 14,e2d2
Q1kb3r/1p1q1ppb/1n1p4/1NpPp1Pp/2P1P2P/1P1B1P2/4K3/R6R b - - 5 34,b6a8
b2r4/p4ppp/pb3n1k/4N1R1/8/8/PPPB1PPP/5RK1 b - - 19 21,d8d2
r5Q1/pp3P1k/5b1q/3p1bR1/4pP2/8/PP4PP/5RK1 b - - 7 32,a8g8
1k6/p1pp2pp/2p5/3q1p2/1P1b2P1/P1K2P1P/2QNr3/3R1R2 w - - 1 27,c3d3
r6r/ppp1b1qp/2npknp1/4p1P1/4P3/3P3P/PPP3P1/RNBQKR2 b Q - 0 15,f6h5
k2r4/p3R3/2q5/5pp1/8/7P/P2r2P1/1R4QK b - - 7 36,f5f4
1b3rk1/5ppp/1pnqpn2/r2p2B1/3P4/P1N2B1P/1P3PP1/R2Q1RK1 w - - 3 18,g5f6
1r6/pq1bp1k1/3p1np1/2pnPpN1/2P2B2/2QBKP2/Pr4P1/1R4R1 w - - 0 26,c4d5
8/8/1p1p4/3P1nk1/2P3p1/r2K4/5R2/6R1 w - - 4 55,d3e4
5qk1/Q4n2/1p2p1p1/2pp2P1/8/1P6/b1P5/3K3R b - - 0 45,f7d6
1r3bnr/p1p1kp1p/1pBBpqp1/8/8/5P2/PPPQ2PP/2KR2NR b - - 0 15,c7d6
4k2r/1pq2pp1/p3b3/7p/4P1n1/P2r1Q1P/1PPB1PP1/R4RK1 w k - 0 18,c2d3
r1b2rk1/pp2ppbp/5np1/q7/1nP5/1PN5/PB1PNPPP/1R1QKB1R w K - 8 10,a2a3
r1bq1rk1/pp2bppp/2n2B2/2pp2N1/8/1P2P3/P1QP1PPP/RN2KB1R b KQ - 0 9,e7f6
1rb4r/pp6/2n3Q1/4q2p/4N1pk/2PP4/PP2P3/R2K1B2 b - - 0 25,c8f5
8/7r/6p1/p2R3p/5Pk1/6P1/P5K1/8 b - - 4 43,g6g5
5qk1/6pp/p3p3/1p1pP2N/1PbP2P1/P3Q3/7P/6K1 w - - 0 30,e3g5
r1bq1rk1/ppp1n1p1/2n1p3/4P1N1/2P5/7Q/PP3PPP/R3K2R b KQ - 3 15,e7g6
1k6/5p2/B2r3p/1Q4p1/3q4/7P/1P4P1/7K b - - 1 37,b8a7
r3r1k1/1pp2p2/1b4p1/p7/1q4P1/KPPn2QP/P2BN2R/R7 w - - 2 25,c3b4
r1bq1rk1/pp3p1n/2pp4/3Np1PQ/2P1P3/8/PPP2PP1/R3K2R b KQ - 0 16,d8g5
3r4/6pk/6p1/8/1pR1n3/1B1n3P/P3NPP1/6K1 b - - 3 29,e4f2
r1bqk2r/1ppp2pp/p7/2bQpP2/2B5/P1N4P/1P1P4/n1B2KNR b kq - 1 12,a1c2
rn1qkb1r/ppp1ppp1/1n5p/4N3/6b1/1B6/PPPP1PPP/RNBQ1RK1 b kq - 3 7,g4d1
8/1p3pk1/3p2b1/p1pP3Q/8/2Pq1P2/PP6/2K3R1 w - - 1 30,h5g5
r5k1/pp3ppp/8/3p1N2/8/2P4n/PPB3PP/R2R2qK w - - 8 23,d1g1
4k3/3r1p1p/5p1q/2Q1p1b1/4P3/N1P2P1P/PP3P2/6RK w - - 5 27,a3b5
6k1/2p2r1p/pp4pQ/5pN1/5q2/2P5/PP2R3/6K1 b - - 10 38,f7d7
r3k3/p5p1/1p2p3/2bpP3/8/8/PPQB1qPr/R3R2K w q - 0 24,h1h2
8/pp3kpp/2n2pn1/3r1N2/3P4/Pq6/1B2Q1PP/4R1K1 b - - 2 25,d5f5
r1bqkbnr/pp4pp/3p4/n1p1N2Q/4P3/2P5/PP1P1PPP/RNB2RK1 b - - 1 8,e8e7
8/R4N2/5nkp/6p1/4p1P1/4P2P/4r3/4Nb1K b - - 0 35,e2e1
4r1k1/4P1b1/3p2p1/2pPn1Bp/2P5/1P1P2KB/8/8 b - - 0 37,g8f7
r3k2r/ppQ1npp1/q3p3/3pP1B1/7P/5N2/PPP2b2/1K1R3R b kq - 5 18,a8c8
r2q1rk1/3b4/p3pP2/1p1p2pQ/2p2P1p/2P1P3/PPB3P1/R4K1R b - - 0 21,d8f6
r1b1k2r/1pp1npp1/1p1p4/8/4P3/2P2Nqp/PPN1B1P1/R2Q1RK1 w kq - 2 17,d1e1
2r3k1/5ppp/1Q4b1/4b3/P2Np1P1/4P2P/1P3PBK/2r5 w - - 3 29,f2f4
r7/8/8/8/5kPK/8/7R/8 w - - 0 83,g4g5
7k/2pq2p1/5R1N/1Pp1p1Q1/2P1P3/r5PP/r5BK/8 b - - 0 42,g7f6
3r1b1r/pk2pppp/5n2/qB6/3NN3/5Q2/PPn2PPP/R1B1K2R w KQ - 0 14,e1f1
2r2rk1/ppp2ppp/2n2n2/2b1p1B1/3qP3/2NP2P1/PPP4P/R2QK1NR w KQ - 5 10,g5f6
8/3Rk2p/6p1/4r3/1pr1P3/5KP1/6P1/3R4 b - - 3 40,e7e6
r4rk1/1b1qbppp/p1p1p3/3n2B1/2pP4/2N1P3/P1Q2PPP/RB3RK1 b - - 3 15,e7g5
6k1/1R5p/6p1/8/8/1P3NKP/6r1/4n3 w - - 0 45,g3h4
8/5ppk/4p3/3p2QN/3PbP1P/4PK2/2q3P1/8 w - - 1 42,f3g3
8/6pk/p6p/1r3p2/2q2P2/3RQPPb/1P5P/2B3K1 w - - 7 36,d3c3
4Q2k/p1p1N1pp/5n2/1p6/1P2q3/2P4P/P5P1/5R1K b - - 0 31,f6e8
6k1/6pp/p5p1/1P2R3/1P4PP/1Kr1P3/2r5/7R w - - 1 30,b3a4
r7/6Rp/2p2p2/3k1P2/2bP3P/1p2K3/p7/8 b - - 1 49,a2a1q
rnb2rk1/p1q2pp1/2pbp3/1p2P1Np/2pP1PnP/6P1/PPQ3B1/RNB2RK1 b - - 0 12,d6e7
r1bqk1nr/pppp2pp/2n2p2/3Q4/2B1P3/8/PPP2PPP/RNB1K2R b KQkq - 2 7,g8e7
2k5/pbpp1p1r/7P/2p2r2/7R/2B5/PPP5/2K3R1 b - - 3 27,f7f6
1b3rk1/p5pp/4R3/7r/3B4/2P5/PP6/6RK w - - 6 40,h1g2
r2qk2r/1pp1npBp/pbnpb3/8/4N3/1P6/P1P1QPPP/2KR1BNR b kq - 0 12,h8g8
r2Qkr2/2p2p1p/4b3/2q3B1/8/8/PP3PpP/R2R2K1 b - - 6 31,a8d8
r2r3k/1bp1npnp/p2bpNp1/1p6/3P1P1R/2PBB3/PP1N3P/2K3R1 b - - 11 19,e7d5
r1bqk2r/5p2/p2p4/2pP2Np/2P1PQnP/P1bB4/4K1P1/R6R b kq - 1 24,c3a1
3r2r1/5p2/p3bQnk/8/P4R2/3P4/6P1/7K b - - 0 36,d8d3
1bkr2r1/1pq3p1/7p/1Q3P2/8/P1BP4/2P3PP/R4R1K w - - 1 24,c3a5
8/3k4/4p3/pR2Kp2/PbP2P2/8/8/8 w - - 6 46,b5b6
2b2rk1/3p1pbp/p2B2p1/1p1B2q1/3pP3/1Q1P4/PP3nPP/2R2RK1 w - - 0 18,g1f2
2rq1rk1/4ppbp/ppbp1np1/3N4/2PQ4/1P2P1P1/PB3PBP/2R2RK1 b - - 2 15,f6d5
r1b1Q3/1pp1k1p1/3bp1B1/p5q1/3P2Pn/P1P5/5K1P/R6R b - - 3 24,e7f6
r1bq3r/pp4p1/2n1kn2/2pp3Q/3P1B2/8/PPP2PPP/4R1K1 b - - 0 16,e6d7
6k1/8/6p1/Qp2p2p/3pP2P/3P2PK/2P5/3q4 w - - 6 41,a5b5
r1b1k2r/ppP5/1bn2p1n/3Q2p1/2BNP1q1/2P3P1/P4PP1/RN3RK1 b kq - 0 16,c6d4
r6k/ppN1p1qp/3p2p1/8/2B1n3/7Q/PbP2PP1/1K5R w - - 0 20,c7a8
3rr1k1/1pp1n1pp/2nqp3/p1b3N1/3N4/2PQB3/PP4PP/3R1RK1 b - - 3 17,c6d4
8/8/6pk/1R5p/5P1K/6P1/r7/8 w - - 20 57,b5b6
8/pp6/2k2pQ1/3q4/3P3P/2P3P1/P4R1n/4r1K1 w - - 7 39,g1h2
q4rk1/1b3ppp/p3p3/3pP1b1/1p6/3B3Q/PPPR1PPP/1K2R3 b - - 0 19,g5d2
7k/1p5P/1Pp3PK/2P2P2/4b3/8/8/8 b - - 2 66,e4f5
r4rk1/ppqb1pp1/2pb4/3pn1NQ/7B/2P1P2P/PP3PP1/R3K2R b KQ - 3 17,f7f6
r1b1r1k1/ppp2ppp/8/2b5/2P3n1/3B2PP/PP1Qn1P1/R1BN1RK1 w - - 1 15,g1h1
2rr2k1/p3bppp/1p6/2n5/8/4PN2/PPP2PPP/R1K1BN1R w - - 7 18,c1b1
r1b1q1k1/pp3ppp/8/3n4/2BP4/5Q2/PP3PPP/R1B3K1 w - - 0 18,c4d5
2r3k1/1q3pp1/p1R1p2p/1p2P3/3QBP2/P3P3/1P4PP/6K1 b - - 0 29,c8c6
8/8/8/3r4/4q1PK/4k3/7P/4Q3 b - - 32 74,e3f4
r1b1rR1k/pp4pp/2p5/2Q1P3/4B2q/7P/PPPP3K/R1B5 b - - 2 18,e8f8
r2q2k1/1p2brpp/p3p2B/3bp3/2P5/P5Q1/5PPP/3R1RK1 b - - 0 25,f7f6
6k1/4rpp1/2p1p1q1/4P2p/1PnPPQPP/2BN1R1K/r7/8 w - - 0 45,g4h5
r4r1k/pp3pb1/4bn2/8/7Q/8/Pq4PP/1B2RRK1 b - - 1 27,f6h7
6rk/pp4pQ/3p1p2/q2p1P2/r2Bb1R1/2P4B/P5PP/R5K1 b - - 0 26,h8h7
3R4/6k1/6p1/R7/8/KP6/1Pn4P/4r3 w - - 11 46,a3a2
6R1/4r2Q/4p3/3nBk1P/3P4/P4PP1/4p1K1/3q4 b - - 4 48,e7h7
3Q4/5ppk/6Np/3b4/2p1q3/4P2P/5PPK/8 w - - 10 37,g6e7
8/p1P3pk/5bp1/2N4p/3p1P1q/PQ6/6PP/1R2r1K1 w - - 1 28,b1e1
3R1k1r/p3r3/5p1p/6bQ/2p5/3Bq2P/P1P5/6RK b - - 1 35,f8g7
1r6/5pk1/1q1b1pp1/p2N1b1p/Q2P3P/5P2/PP4P1/K1rRR3 w - - 0 24,d1c1
1r4k1/pp2pp1p/3pbnpQ/8/4P2P/q1P2P2/2P3P1/1K1R1B1R w - - 0 18,h6c1
r1q1r1Qk/ppp3pp/2n2p1N/6B1/3P4/8/P4PPP/4R1K1 b - - 7 22,e8g8
rn3rk1/1p1b3p/p2QB1p1/4b1q1/4P3/2N4P/PP3PP1/3R1RK1 b - - 0 19,g8h8
rn1qkb1r/pp2p1p1/2p1pn1p/3p4/3P2PP/3Q4/PPPN1P2/R1B1K1NR b KQkq - 2 9,b8d7
6R1/7p/p7/3p3k/3P1BP1/5P2/7K/5q2 b - - 0 35,h5h4
r1bqr1k1/1pp2ppQ/p2p1b2/8/8/2P5/PPBN1PPP/R3R1K1 b - - 0 16,g8f8
rnb1kbnr/pp3pp1/2p1q2p/4p3/4P2B/1PN2N2/P1PQ1PPP/R3KB1R b KQkq - 0 9,f8b4
r1b2N1k/p4Qp1/2p2n1B/n7/4p3/2q5/P1P2PPP/5RK1 b - - 0 22,g7h6
r1b1k1r1/ppp2pBp/2q1n3/8/8/2P5/PP4PP/RN1QR2K w q - 1 16,g7f6
3r3k/p1p1Np1p/6p1/4Bb2/2P5/8/P4PPP/1rR3K1 b - - 8 24,f7f6
3Q1b1k/p6p/1p4p1/4p3/7P/1P2q1P1/P4NK1/8 b - - 0 36,e5e4
r1b2rk1/6p1/p1pp2qp/4p2n/4P1P1/3P1p1P/1PPNNP1K/R2Q1R2 w - - 0 24,g4h5
r4Qkr/p2n1ppp/1p2p1N1/3P4/2P2P2/8/4BP1P/q1B1K2R b K - 8 23,d7f8
7k/6p1/7p/8/P2PQp2/4nN1P/5qPK/8 w - - 3 36,e4f4
1r6/p1p1k3/1rn4p/4p1p1/2p2p2/2PP3P/K3BPPB/2R4R w - - 1 23,c1b1
2R5/6pk/4p2p/5p2/P7/2P1nBP1/5r1P/R6K w - - 2 37,f3d1
rb2k2r/pp3ppp/3qp3/3pN3/3P2P1/2NPP2P/PPn5/R3QRK1 w kq - 1 18,e5f7
r2qr2k/1b1pb2p/p1n4P/1p4p1/4PBQ1/2N5/PPP3P1/2KR3R b - - 0 22,g5f4
8/Q7/3p2kp/2pq2p1/5n2/P1P3BP/6PK/8 w - - 1 31,a7e7
r1k2R2/8/3Qp1p1/2P1n2p/p6b/Pp6/1B2q1P1/6K1 b - - 7 33,c8b7
1b3rk1/1pq3pp/4pn2/8/3Q4/2P2N2/5PPP/2B2RK1 w - - 7 23,f3g5
8/2k5/2p4p/p5p1/K7/P3Q1P1/1q3P2/8 w - - 0 45,a4a5
rn3r1k/pb2q2p/1p1pBp1p/5N2/6Q1/2P3P1/PPP4P/2KR1R2 b - - 1 17,e7e6
r4rQk/2pnp1bp/p5pN/1q2P3/3p4/2P5/PP4PP/R1B2RK1 b - - 6 18,f8g8
r3k2r/ppp2ppp/2Nb4/3p4/3Pnq2/8/PPP1BPPP/R2Q1RK1 w kq - 0 12,c6a5
2k2bnr/pp3ppp/2n1b3/1K1rP3/5B2/2P2N2/PP3PPP/RN3B1R w - - 3 13,b5a4
6RR/kp1r4/p1q1p3/3pp3/P7/1QP5/KP6/5r2 b - - 7 34,c6c4
r3k2r/p2p1ppp/bqp1p3/8/2N1P1n1/1P3N2/P1P2bPP/R1BQKR2 w Qkq - 0 12,f1f2
2rR4/2Q1npk1/2B1p1p1/8/1qP5/1P5p/5PPP/6K1 w - - 3 33,d8c8
