fen,best
rnb1Q1nr/pp3ppp/2pk1N2/8/8/8/PqP2PPP/3RKBNR b K - 1 12,d6c7
kQr3r1/pp1R4/Np6/8/7p/6P1/Pq3P1P/5RK1 b - - 7 27,c8b8
r3k1r1/pp3p1p/8/b1p5/2P5/NPB2bP1/P1n2P1P/R3KBR1 w Qq - 5 19,a3c2
1k4r1/1b6/p7/1P3P1p/3p4/3Pb1qP/1PPNR1P1/R2Q3K w - - 3 25,d1f1
r2q1rk1/2p2ppp/p1np1b2/1p2P3/3P4/3Q1P2/PPB2P1P/RN3RK1 b - - 0 14,d6e5
rn1q2k1/ppp3p1/8/2b5/4Q1p1/8/PPPP2Pr/RNB2R1K w - - 0 13,h1h2
r3k2r/ppp2pp1/2p1bn1p/2b1N3/3qP2B/3P4/PPPN1PPP/R2QK2R w KQkq - 1 10,h4f6
r1bq1rkb/1p2pB2/p1pp1n2/6NQ/P2P4/2P1P3/1P1N1PP1/R3K3 b Q - 0 17,f8f7
2b2r1k/1pp3pp/1p6/4p2Q/3qB3/1P1P4/r1P3PP/2KR3R b - - 1 17,d4c3
2r2r1k/1b4pp/pq2R3/1pR2Q2/1P6/P2p2P1/1P5P/1N4K1 b - - 0 29,c8c5
1r1r2k1/p4ppp/2QR4/2p3b1/N3P3/8/PPP2PPP/1K2qB1R w - - 5 18,d6d1
rnbqk2r/ppp2ppp/3p4/4p3/N1B1P1n1/3PB3/PPP1K1P1/R4QNR b kq - 3 9,g4e3
2r3k1/1p3ppb/1q3n1p/3PBP2/8/6QP/PR4B1/R1r4K w - - 7 30,h1h2
1r3rk1/p4pp1/1qp2n1p/3p4/3Pp3/b1N4P/PPPBQP1P/2KR2R1 w - - 9 16,b2a3
n2q1rk1/3bbppp/5n2/1p1N4/8/4B3/1PQ1NPPP/1B3RK1 b - - 0 19,f6d5
4k2r/pp3ppp/2r1p3/8/4QP2/1Pp2NP1/P4q1P/2KR3R w k - 0 18,f3e5
r2r2k1/6pp/3PNp2/p2p4/8/6Q1/1q4PP/5R1K b - - 0 27,b2b6
2kr4/ppp2p1p/1qn1b1p1/1NB5/8/P5Q1/1PP2PPP/2K2B1R b - - 0 18,b6c5
2kr3r/pp1n4/1npB1p2/4pN1p/2P3P1/1P1R3P/P4P2/R5K1 b - - 1 22,h5g4
r2q2r1/p1p1kp1p/2Qp3B/3B4/4P3/P4b2/3N1P1P/R4RK1 w - - 3 18,h6g5
r4b1R/pp1Q1pr1/1qn1p1k1/8/2P1N3/6P1/PPB2PP1/2K5 b - - 3 28,f7f5
8/pp2Q1k1/2p2p2/3p2p1/3Pn3/8/qPP4R/2K5 b - - 2 41,g7g6
3r2k1/p5pp/8/4B3/2p1P3/2Pp3P/P2K1rP1/1R1R4 w - - 1 30,d2c1
3k4/1R1b4/p7/2bp4/4pP1K/2P5/P1P1B1r1/1R6 w - - 5 35,e2h5
k2r4/p1Q2pp1/Bpp2n1p/7b/P3P3/2N2P1q/1PP5/1K3R2 b - - 3 24,h3d7
8/8/r7/PR6/8/4K3/5p2/4k3 b - - 9 59,f2f1q
r5k1/5ppp/3p4/1p1P2P1/7P/1P1QNP2/8/qK1R4 w - - 3 35,b1c2
8/pQ3pkp/6p1/2pBP3/P2b4/6qP/1PP3P1/1R3rK1 w - - 1 29,g1f1
2r3k1/5rbp/4p2B/3p2Q1/4P3/3NKP2/1Pq5/3R3R w - - 0 28,h1g1
r5B1/1p2n2p/pk6/1qb1Q3/3pP1b1/8/PPPB1PPP/R3K2R w KQ - 3 16,b2b4
5Q2/pp5p/5k2/2P2b2/5p2/2P2P2/Pq4PK/8 b - - 7 39,f6e5
3rr1k1/ppp2ppp/4b3/3N4/Q1Pn3P/P7/KP3PP1/4qB1R b - - 0 19,d8d5
8/1p1k1p2/4p3/Q4p1p/5P1P/3R2K1/6P1/2r3q1 b - - 5 46,d7e7
r1bQ2k1/pp3rpp/2p5/4q3/PP2p3/6N1/2P3PP/R4R1K b - - 1 22,f7f8
3n1Q2/5p1k/4p1Bp/1p2P3/2pP1q2/3n2N1/1P3P1P/6K1 b - - 0 30,h7g6
8/Rp2r1pp/5p2/8/8/1B3kP1/P6P/2B3K1 w - - 3 33,c1f4
4r2k/p7/1p6/4b2q/3B4/2P1Q3/PP5P/6RK w - - 8 29,g1e1
2k1r2r/pp2n2p/3pN1p1/q1pPn3/4P3/2P1B3/PQ5P/1R2K2R b K - 8 18,e5c4
4rr2/ppQ5/5Ppk/3B1q1p/P4ppP/1P4P1/4RP2/R5K1 b - - 0 31,e8e2
r6k/8/2p3BP/1pP2p2/1RnRb3/4P3/K4P2/8 w - - 1 36,a2b3
r2qkbQ1/p1p4p/5p2/8/3p3p/2P5/P1P3PP/4R1K1 b - - 3 23,e8d7
rn1q1b1r/ppp1p1kn/7p/4NQ2/8/8/PPPP1PPP/R1B1K2R b KQ - 0 11,h7f6
3r4/4R1k1/1p1p2p1/pPpB1p1p/P1P2Pn1/6P1/7P/7K b - - 0 37,g7f6
b7/3p3k/1p2p1qp/2b1Pp2/R2n4/5N1P/4QPP1/2R3K1 w - - 3 33,f3d4
r1b2rk1/ppp2Npp/1b6/3Nn3/2B5/8/PPP3PP/3R1R1K b - - 0 18,e5c4
5rk1/1Q5p/p1p5/P5pN/4q3/4r1PK/5R1P/8 b - - 1 40,f8f2
k2r3r/pp3p2/2p3p1/3p4/P4Q2/1P2PnPq/2P2P1P/R4RK1 w - - 0 24,f4f3
8/1R6/6n1/p5Pk/7P/rP4K1/8/8 b - - 1 53,a5a4
8/8/3rB3/5K1k/8/8/8/b5R1 b - - 11 70,d6a6
4r1k1/p1Q2ppp/2p5/3n2B1/8/8/1P3PPP/3Rq1K1 w - - 1 22,d1e1
2r2rk1/1p1nbppp/1q2p3/1P1pP1N1/p2P4/P2QB1P1/6PP/R4RK1 b - - 2 18,c8c4
3r1b1k/r5p1/p3p2Q/1pq4P/6R1/3B4/PPP2P2/1K4R1 b - - 0 31,g7h6
2kr2r1/p3b2p/4p3/2p5/3pP3/6B1/P4P1P/1R1R3K b - - 1 24,d8d7
r4Q1k/6pp/2R1p3/3pP3/p2Pb3/Pr2P2P/3bB1P1/5RK1 b - - 2 31,a8f8
8/p4ppk/7p/8/3Q4/3N2P1/PPPn1PKP/3q4 w - - 14 35,d3f4
r4rk1/ppp1q1p1/2P5/6Np/1bPp1nbP/6B1/3NPPP1/2RQKB1R w K - 3 18,f2f3
2b3k1/p3bpp1/2p1p2p/q1p1n3/2P1N3/1P2BN2/P1Q2PPP/6K1 w - - 0 22,f3e5
r5k1/5pp1/2pp3p/4pN2/1PPbPq2/5P1P/6QP/5B1K b - - 2 24,a8a1
rnb1k2r/pp3ppp/4pn2/2b3B1/4N3/5N2/PPP3PP/3RKB1R b Kkq - 1 9,f6e4
8/6pk/6qp/2R5/1P2b3/2P4P/3Q2PK/8 w - - 3 50,d2e3
r3kbnr/pp3ppp/4p1b1/3pP1B1/1q1N4/2NB4/PPP2PPP/1R1QK2R b Kkq - 0 13,b4d4
2kr4/pppq1pp1/1b1p1np1/3N4/2b1P3/P6r/1PB1N1P1/R1BQ1R1K w - - 0 17,g2h3
4r3/p2p1pkp/1p1R2p1/3B1b2/2PR2n1/1P6/P5P1/6K1 w - - 3 29,d4d2
r3kbr1/1p6/2qp1p2/1p2PPp1/3B4/P3n1P1/2PQB2P/R4R1K w q - 3 25,h1g1
7k/3rqRpp/2bN4/p1P1Q3/p3P3/8/B5PP/6K1 b - - 0 33,e7e5
8/5k2/2pR4/1pP3PK/3B1r2/5b2/1P6/8 w - - 3 54,h5h6
r3k2r/1bpp2p1/p2b2qp/1p2p1B1/7Q/1B6/PPP2PPP/RN2R1K1 w kq - 0 15,g5e3
Q7/7p/1p2pp1k/3p2p1/1P1P1PPK/4PqB1/5n1P/8 w - - 0 45,f4g5
4k3/1R2P3/4K1p1/p5P1/8/2P3rp/8/8 b - - 1 48,h3h2
8/1P6/3R4/2P2k2/2N1p3/4K2r/1P6/8 w - - 3 51,e3d4
r1b1k2r/1pqp1p2/p3p3/2bN2Bp/2P1P1n1/P2B1n1P/1P3PP1/R2Q1RK1 w kq - 0 15,d1f3
1kQr4/pp5r/3N3q/6p1/7p/6P1/PP3PP1/2RR2K1 b - - 2 27,d8c8
r4rk1/pb1nqp1p/4p1p1/1p2P3/3N1n2/P1N5/1PQ2PPP/1BR2RK1 w - - 0 20,g2g3
r1b1k2r/3n1ppp/2R1p3/6B1/4nP2/8/PPP3PP/2K2B1R b kq - 1 15,a8a2
R7/6pk/6Np/4p2P/4K1P1/2b1P3/p4r2/8 b - - 5 46,a2a1q
8/p6R/2p1k3/2B2qKP/1P1P4/8/8/8 w - - 3 43,g5h6
r1bk1r2/1p1pb2p/p4N1n/B1p3p1/2B1Pp2/7P/PPP2PP1/2KR3R b - - 9 18,b7b6
r4k1r/2q2Pp1/p2R3p/4n3/Np2b1P1/8/PPP4P/2KQ1B1R w - - 1 19,d1d4
8/pp6/4p3/KP1p4/3k2Q1/P3q3/3r4/8 b - - 16 51,d4c5
8/r7/6R1/7p/6kP/8/6PK/8 b - - 0 49,g4h4
r4b1r/6pp/p2p4/1p1Pk3/3R1R2/4n3/PP4PP/6K1 b - - 1 21,e3d5
rnb1kb1r/pp3ppp/2p2n2/4P1B1/2P1N3/8/PP3PPP/3RKBNR b Kkq - 0 8,f6e4
5n2/6p1/2b2kP1/5P2/1Np2K2/3p4/8/3B4 b - - 1 51,c6b5
5r1k/6p1/p3p2p/1q6/1P1P4/P7/5PPP/2Q2R1K w - - 0 26,c1c5
1rb4k/R3n2r/5p2/7p/1nBP3N/1P2PP2/3K2PP/8 b - - 0 28,e7f5
r4rk1/p2n1ppp/2q1p3/3p2N1/3P4/8/P2B1PPP/RQ4K1 b - - 5 18,a8c8
r4k1r/1b1p1Npp/pqn4n/1p1Qp3/4P3/1B2bP2/PPP1N1PP/R3K2R b KQ - 0 15,h6f7
8/8/p3Q1kp/1p1pP3/1P2b3/P6P/3q2PK/8 b - - 3 38,g6g5
6k1/1p3pnp/2p1p1pB/2P1P3/2qrB3/6P1/2Q4P/3R3K w - - 0 39,d1d4
r2q1rk1/1bpn2p1/1p1p1pp1/p2Pp3/P1P1P1Q1/2P1B3/3N1PPP/R4RK1 b - - 1 15,g8f7
6rk/p6p/3p4/B1pPp3/2P1QpPq/5PP1/PR2R3/6Kr w - - 1 36,g1f2
2r2k1r/1q2pp2/3R1b1p/3PnNp1/4P3/4B3/P1RQ2PP/5BK1 b - - 0 29,c8c2
r1bqkbnr/pp3pp1/2npp2p/2p3NQ/2BPP3/8/PPP2PPP/RNB1K2R b KQkq - 1 6,g8f6
8/p7/1p1R2pk/1P5p/2P1R3/3P2PK/8/3q4 w - - 4 46,e4e6
8/6R1/4pp1p/3p3k/3PQ3/6PK/7P/r7 b - - 0 43,d5e4
Qn2k2r/p1p2ppp/4p3/8/2B1nP2/2N4P/PP3qP1/R3K2R w KQk - 0 13,e1d1
r1qr2k1/pb2ppbp/2p2np1/8/4N3/1PQ1P1P1/PB3PBP/R2R2K1 b - - 8 18,f6d5
r1b2k1r/bpq2pp1/p1n4p/8/P1BP2n1/5N2/1P2QPPP/RNB1R1K1 b - - 1 13,c6d4
r4rk1/pp3p1p/3p2p1/2pPn3/4P3/1P3PPq/PR1Q2NP/5R1K w - - 1 21,g2f4
1Q4k1/1p3ppp/p1n3q1/8/8/5r2/PP3PPP/4RRK1 b - - 0 21,c6b8
2kr3r/pp2bppp/3p1p2/8/1qnRP1PP/2N1Q3/PPP2P2/1K4NR w - - 7 16,e3d3
r1b1r1k1/pp3pbp/3p2p1/8/4P3/1P1B1N1n/PB4PP/1R1QR1qK w - - 8 21,f3g1
4k3/8/4K2R/3P2p1/3r4/4b3/8/8 b - - 5 57,e3f4
1nb2rk1/4ppbp/2p2Pp1/3p4/3P1BPP/1pP2P2/qP1QB3/1K1R2NR w - - 1 18,b1c1
rn2kbnr/pQ2ppp1/2p1P3/3p2Bp/4q2P/8/P1P1NPP1/1N2K2R b Kkq - 2 11,f7f6
4r1k1/1p3p1p/1p4p1/2q5/1P1b2b1/5P2/r1PQ2PP/1K1R1B1R w - - 0 22,d2d4
3r2k1/pp3ppp/8/8/8/2Q4n/PP4PP/3R2qK w - - 8 31,d1g1
4r3/7p/6p1/P7/2B5/3p2n1/5RPP/3k1K2 w - - 1 38,h2g3
5rk1/2p2p1p/2q1p1pb/2P5/2BP1n2/2P3BP/2Q2PP1/R5K1 w - - 1 25,a1e1
rnbqkbnr/pp1pp1pp/2p2p2/8/3PP3/2N5/PPP2PPP/R1BQKBNR b KQkq - 0 3,g7g5
rR2kbnr/p1Pbpppp/n7/8/B2P4/8/P1PK1PPP/6NR b kq - 2 13,a6b8
3r1rk1/ppp2p1p/3b2p1/3Pq1B1/8/5Q2/PPP2PPP/R4RK1 w - - 1 17,g5d8
5Q2/ppp3r1/3prkpN/4p1n1/4P3/8/PPP5/2K5 b - - 3 29,g7f7
r4r1k/1Q5p/1p4p1/p5q1/P2p1p2/1BbPn2R/6PP/1RB3K1 b - - 1 25,a8b8
r1b1k2r/pp3ppp/4p3/2q3B1/1N6/3Q1N2/P1P2bPP/R3RK2 b kq - 0 14,f2e1
r3k2r/p1pb1pp1/2p5/3p3p/2PNp1n1/1P1PP3/PB4P1/RN1QRK1q w kq - 6 17,f1e2
r1b2rBk/ppp1n1b1/2n1p3/4P1q1/3P1p2/2PQ3R/PP4PP/RN4K1 b - - 3 18,g7h6
r1bqr1k1/2p2ppp/p1np2N1/1p6/1P2P3/P2Pn2P/BBP3P1/R2Q1RK1 b - - 2 16,e3d1
1r1q1rk1/3Pnppp/8/pp1RP1N1/1b6/4B3/1PQ3PP/5RK1 b - - 2 27,e7d5
3k4/8/2QP2p1/2Nnp1P1/1p4p1/6P1/1PPK1q2/8 w - - 9 41,d2c1
rnb1k2r/1pqp1pp1/p3p3/2b4p/3NP1n1/1N1BB3/PPP2PPP/R2Q1RK1 w kq - 2 10,b3c5
3R2k1/1b3pbp/p1q1N1p1/np6/8/1BP1P3/PB3PPP/6K1 b - - 0 22,g7f8
r6k/ppR2Q2/3P1b1p/5p2/6n1/5NqP/P2R2P1/4r2K w - - 9 36,f3e1
r1bq2kr/pp4pp/2n5/2pp3B/5n2/3P4/PPP3PP/RN1QR1K1 b - - 3 16,d8g5
R5k1/4pp2/1pBpq1p1/1Pn1r3/7Q/3p3P/6P1/6K1 b - - 1 47,g8g7
2r1R1k1/5pp1/1br4p/8/2p5/P5nP/2Q2PP1/4R1K1 b - - 7 36,c8e8
rnb1k2r/pp3ppp/2p5/3p1nq1/3P4/2N2PP1/PP2PKP1/R2Q1BNR w kq - 3 10,d1c1
8/R4R2/4k3/p2r4/P5n1/4P3/5PP1/6K1 w - - 9 49,f7f4
2rqk2r/R4ppp/4pn2/1p1b2P1/1bpP1Q2/8/1P1NNP1P/2B1KB2 b k - 0 16,f6e4
8/8/2p2p2/6p1/2kP2P1/2P1RK2/6P1/5r2 w - - 2 47,f3e4
2kr3n/p7/1pp1p1N1/4P3/4P3/6Q1/PPP5/1K1q1R2 w - - 3 26,f1d1
2r2k2/4npr1/1Q3p1p/5P2/pPP1P3/8/1P4PP/1K6 b - - 0 37,c8c4
1nkr1bnr/pppq1pp1/3p4/1N1Pp3/2P1P3/6Pb/PPQ1N1BP/R1B2RK1 b - - 2 13,h3g2
r3k2r/p3bp2/1qpp4/8/B3Ppp1/1P3n2/PBP1Q2P/R2N3K w kq - 2 21,b2h8
8/8/P5k1/7R/5pP1/5q1K/7R/8 w - - 0 65,h3h4
7k/2b3pp/p1b2p2/2B1q3/p1p1P3/2P1QP1P/6P1/3R3K w - - 2 39,c5d4
8/RP3pk1/1K6/P3P3/5P2/2r5/5R2/1r6 w - - 13 65,b6a6
5r1k/3Q3p/p3PqpP/1p2p3/3n4/8/PPP5/K2R4 b - - 3 42,f6e6
8/p7/5R2/7P/2k5/7r/r7/1R3K2 w - - 5 52,h5h6
2r4k/2P3p1/6Pp/3R1p1P/4p3/1p2P3/pP3P2/K7 b - - 0 39,c8c7
8/1R3p2/P5k1/8/7p/5pnP/3r2PK/R7 w - - 0 48,a6a7
2b3k1/p5r1/1p1p3p/4b3/P1P1B2P/1P3P2/4rB2/3R1R1K w - - 7 34,f2d4
5k2/pQ3ppp/2p2p2/4q2b/4P3/1B3P2/PP3P1P/6K1 b - - 0 28,h5f3
1k6/pp3p1p/1p1b4/8/3PbP1P/P3P1qR/1P1Q2B1/2r3K1 w - - 9 32,d2c1
8/5Npk/6p1/6Q1/5n2/8/4qPPP/5R1K w - - 9 40,g5f4
5B1k/6pp/4p3/4N2P/3P1P2/2p1n3/1q5K/2Q2nR1 w - - 1 40,h2h3
r1b2q1r/1pppb2p/p1n2kp1/8/2Bpn2Q/1P6/P1P2PPP/RNB1K2R b KQ - 3 13,f6g7
8/4Bp1P/4p3/1p6/8/6k1/5r2/7K w - - 1 59,h7h8q
rnbqrk1Q/ppn3p1/3bp3/2pP2N1/2P5/P7/1P3PPP/RNB1K2R b KQ - 6 17,f8e7
rn1qr1kb/4p2p/p1p2ppB/8/2pPQ1N1/P1NR4/1P3P2/2K4R b - - 1 21,c4d3
r1b5/1p1n4/p3k1rp/2pnP3/P1Np2RB/3P4/1PP1B2P/2K2R2 b - - 2 31,g6g4
r3b2k/1r2q1bP/4pp1B/3pN3/3P4/ppP3R1/5PP1/1Q2R1K1 b - - 3 31,g7h6
3r2k1/1p3ppp/2r5/pq1p4/3QR3/1PP2N2/P4PPP/3R2K1 b - - 0 23,d5e4
r1b2rk1/pp3ppp/1qn1p3/1B1pP3/4nP2/2N2N2/PPP3PP/1R1QK2R w K - 6 13,b5c6
4r1k1/pb3nb1/1pq4p/7Q/3R1B2/4P3/PPB2PPP/6K1 w - - 1 28,d4d2
7k/pp3r2/2p4p/2Pp2P1/3P4/7b/PP1B1R1b/6K1 w - - 0 35,f2h2
1n3r2/pQ5k/1p2p2r/2p3R1/1P1p2Pq/P2P3B/2P3K1/6N1 b - - 2 34,h7h8
8/7k/pp5p/2bPp3/P3P3/6q1/1P2Q2N/7K w - - 2 51,h2f1
1r3r1k/2p3pp/2Qb1p2/q1N5/1R1P4/P3P3/1B3PPP/6K1 w - - 3 29,b4b8
r1b1k2r/ppp3pp/4P3/5p2/6n1/2NB2P1/PPP3P1/R2QRK1q w kq - 2 18,f1e2
rnb2rk1/1pqp1ppp/p3p3/8/1bPNP1n1/2NB4/PPQ2PPP/R1B2RK1 w - - 9 10,h2h3
3r1r2/pp3p1p/2np1p1k/2p2B2/6R1/3R4/PPP2PPP/6K1 b - - 6 19,c6e5
8/1ppkpQ1p/p3n1rB/3p4/1P1P2r1/N1P5/P7/4R2K w - - 1 26,e1e6
2rq1rk1/pb2bppp/1pn1p3/4P3/3P4/3QBN2/P1B2PPP/2R2RK1 b - - 6 17,c6b4
r1b1k2r/2q3pp/p1n1p3/3P4/Q1B3n1/2P2N2/5PPb/RNB1R1K1 w kq - 0 16,g1h1
6k1/pR1R2p1/7p/r6K/8/7P/8/8 w - - 6 46,h5g6
r1b1k2r/ppb2ppp/2p2n2/3pq3/1P6/P1N1P3/2PBBPPP/R2Q1RK1 w kq - 1 12,c3a4
r6r/pQp2kpp/4bn2/8/4p3/nN6/PB3PPP/KqR3NR w - - 13 19,c1b1
r5k1/p5pR/2p1N1n1/1p6/3P1p2/P7/1P4n1/2K4R b - - 4 35,f4f3
8/2q3kp/p3Q1p1/2pB2P1/2p5/1P2P3/7b/5K2 b - - 0 32,h2e5
3q1r1k/1p4p1/p2pb2p/2r2pb1/3QPN2/1B3P2/PP5P/3R2RK b - - 0 25,g5f4
r1bqkb1r/pppp1ppp/4n3/4P1N1/2B5/5Q2/PPn2PPP/RNB2K1R b kq - 1 9,c2d4
2k3r1/1R2Rp1p/2p1b1p1/p1rp4/P7/8/5PKP/8 b - - 1 30,g8d8
5rk1/1b1n1ppp/p1q1p3/2P1n3/1P1Q4/2R2PP1/P3B2P/5RK1 w - - 3 31,f3f4
4R3/1pp5/p1n2k2/7r/3p3K/P4pPQ/1P5q/8 w - - 8 44,h4h5
4rRk1/6pp/Q1b1q3/8/P1p1p2r/BnPp4/3P2PP/5RK1 b - - 1 35,e8f8
3r1b1r/pp2k1p1/2npb1B1/2q2p1P/2P1n3/N1B5/PP2QPP1/4RKNR b - - 12 17,e4c3
8/6pk/2p4p/2PpB3/3Pn1Q1/P3P2P/2q2rPK/8 b - - 3 32,c2e2
8/4R1pp/6k1/1p1p2P1/1P1b1n2/P4QK1/8/6q1 w - - 9 51,g3f4
r1bqr1k1/1p1pbB1p/p1n3pB/4P3/8/P4N2/1P1Q1PPP/R4RK1 b - - 0 16,g8f7
1k1Q1b2/ppp1pprp/q1n2p2/8/5P2/1PB4P/P1P3P1/1K1R4 b - - 7 19,c6d8
2k4r/p1p3p1/2n5/4p1P1/2Ppq3/6Pp/P2Q1P1K/1R3R2 w - - 0 31,b1e1
8/3R2pp/2k1K3/2P2P2/6r1/8/8/8 w - - 2 48,d7f7
r3r3/p4k1p/2p2pp1/1p1p1n2/1Q1P1nqP/2P1RNN1/PP3PP1/4R1K1 w - - 2 24,g3f5
r5k1/p4pp1/Q3p2p/8/1P1Pq3/P2R4/6PP/6K1 w - - 2 34,a6c4
8/6Q1/1kbqp3/1p3r2/2p2pN1/7P/1P3PP1/R5K1 b - - 5 35,f5d5
2b1Qk2/2q3p1/ppp2nBp/8/2P5/8/PP3PPP/4R1K1 b - - 7 27,f6e8
r4rk1/pQp1pp1p/6p1/5b2/2B2P2/7n/PP4PP/RNB2RqK w - - 6 17,f1g1
2kr2r1/pppb4/2n1p3/3n1pq1/1b1P3p/1N1BP2P/PPQ2P2/R1BRN2K w - - 3 18,e1f3
1k6/1p4p1/7p/p2p4/3P2Q1/2P3P1/PPq1p1P1/K1b1R3 w - - 4 34,g4e2
r2q1rk1/pp1nbppp/3p4/8/3QpPP1/1P6/PBP4P/1K1RR3 b - - 1 18,d8b6
r1bq1rk1/pp4pp/1nn1pN2/3p2N1/8/1BPQ4/PP3PPP/R4RK1 b - - 1 15,d8f6
5bk1/q6p/6p1/2pQ1p2/1pB4P/1P4P1/2P4K/4r3 b - - 0 37,g8h8
1r4k1/1q3ppp/4p3/2p1P3/1bK1NP2/4P3/1PQ2BP1/R7 w - - 3 27,e4d6
rn2r1k1/1p2qppp/5n2/p7/1N1p4/1Q4P1/PP1BPP1P/R3K2R w KQ - 2 16,b4c2
6k1/1p3p2/3p2p1/p1qb4/P6P/1P1Br1Q1/2P3P1/5R1K w - - 1 27,g3g5
6r1/p6k/2p2r2/3pQb1q/2pP4/2P3p1/PP4P1/4RRK1 w - - 0 30,e5f6
rn2k2r/pp3pp1/2p3qp/b3Pb2/1Q5B/P4N2/1PP2PPP/2KR1B1R b kq - 2 15,a5b4
1k2r3/ppp2pQp/2n5/2b5/8/P4N2/1P3PPP/R1Br1K2 w - - 1 17,f3e1
rn1q1rk1/3bbppp/4p3/p1p5/3PQ3/3B4/PP3PPP/RNB2RK1 b - - 1 14,b8c6
4r3/8/pp1R2kp/2r5/5P2/P1p2K1P/2Np4/8 b - - 1 49,g6f5
r1b2rk1/1p3ppp/pNn5/5p2/5B2/P7/qPPQ1PPP/2KR3R w - - 4 17,b6a8
1r4k1/p5pp/4p3/2P5/3PB2P/5p1q/P4P1B/4R1K1 w - - 0 36,h2b8
5qk1/p6p/4B1pQ/1p1pP3/3P4/n7/P1P3P1/6K1 b - - 0 29,g8h8
1R6/5p1k/4pnp1/8/3BPn1P/3b1P2/3K4/8 b - - 1 32,f6h5
3r1rk1/1pp1nqp1/p1n1b2p/3pP1N1/1P1P1p1Q/2P4P/P1BN2P1/R4R1K b - - 3 22,h6g5
2rr2k1/1b3ppp/1p2pn2/p5q1/P1N5/1P2P3/4BPPP/2R1QRK1 w - - 1 24,f2f4
3bk3/5p1p/2N5/5Pp1/5r2/4K2P/3R4/8 b - - 5 48,f4f5
6Rk/p1p1n2p/2b1N2Q/1p2Pq2/3P4/2P1pp1P/PP6/2K5 b - - 2 32,h8g8
r3k2r/ppqn1pp1/1b2pnb1/1B2P1B1/8/1N3P2/PP4KP/RN1Q1R2 w kq - 1 18,e5f6
4r3/4p3/3rPk2/1R4R1/8/8/6PK/8 b - - 0 41,d6e6
8/1b6/6pk/1p1qPp1p/5P1P/3p2P1/1P3Q1K/3R4 w - - 2 51,d1d2
7k/2p4p/3q4/p1p5/P1Qp1N2/1P3rRP/2P4K/8 b - - 0 37,d6f4
1r1q1rk1/1b3p1p/p2p2p1/1pp1p3/2PnP3/PP1P1N2/4BPPK/1RB2QR1 w - - 0 17,f3d4
r5r1/1p1k1p1p/p1n5/3Pp3/5pPq/3B1P1b/PPPN3P/R2QK2R w KQ - 1 19,e1e2
8/4P1k1/3p1pp1/1P1Bp2p/3bP2P/6K1/2RQ1P2/6q1 w - - 1 42,g3f3
6nr/p7/1p4p1/1k3p1q/PN6/1QP2P2/5P1P/7K b - - 0 32,b5c5
2r3k1/pp3p1p/4p2Q/5qPR/3P4/8/PP6/K1rR4 w - - 5 33,d1c1
7k/8/7p/1P6/3b4/2p5/4rP2/3RKQ1q w - - 0 44,e1e2
2r3k1/1b1N1pb1/p6p/6q1/1p1n4/1P1Q2NP/P5P1/1B1R2K1 b - - 1 32,g5g3
5k1r/5pp1/p6p/1pb2r1q/5Nb1/PB1QR3/1P3P2/1R3KN1 b - - 13 29,f5f4
3R4/8/7N/4b3/4kp2/1p5p/4KPp1/1r6 b - - 1 59,g2g1q
1Q6/8/8/7p/7P/p2k4/3p4/r2K4 w - - 0 60,b8b1
2kr3r/1p1qb3/p3pp2/QBPp3p/3Pb1p1/4P2P/P4PPB/R4RK1 b - - 0 20,d7b5
r3k2r/pp1n1ppp/3b4/1Q1pq3/8/2N1B3/PPP2PPP/R4RK1 w kq - 4 14,b5d5
6rk/p6p/2n3qb/1p2p2r/3pPp2/1P3B1K/P2NQ1P1/2R3R1 w - - 0 35,f3h5
5k2/5p2/2K2P1p/4P1b1/PR6/8/3r4/8 b - - 2 38,d2e2
r2q1rk1/pb3pp1/2p2b1p/1p3Q2/2p2P2/3n3N/PPBN2PP/R4RK1 b - - 1 18,d3b2
r2qr2k/ppp2p2/2n2b1p/8/2N2p2/2PP4/PP2QPPP/RN2R1K1 w - - 0 18,e2f3
r1b1k2r/pp3ppp/2N1pn2/2b5/8/4B1N1/PPP2PPP/3RKB1R b Kkq - 0 10,c5e3
8/8/2k5/8/6P1/1pP5/r3p3/1NK1R3 w - - 0 49,c3c4
2k2b1r/ppp2pp1/4qn1p/5r2/4NPQ1/8/PPP3PP/R1B1R1K1 w - - 3 17,e4f6
r3r1Qk/6pp/1q5N/p1R2p2/3p4/P2b2P1/1P3PBP/3R2K1 b - - 5 29,e8g8
2Q3k1/pp5p/6p1/3r2q1/5R2/8/PPP3n1/2K5 b - - 7 37,g8g7
r3r3/pp3R1p/2n1b1p1/7k/8/4BBP1/5KP1/1N6 b - - 10 30,e6g4
3rkbnr/1p3ppp/pNn5/6q1/2BP4/2P2Q2/PPK3PP/R6R b k - 2 15,g8e7
1k1r4/1p1q4/1Q1p4/P2Pp1Rp/2P5/4P2r/4n1P1/R6K w - - 0 29,g2h3
2Q5/p6p/1p1b2p1/k2B3r/2P1Pq2/3R1P2/P4P1P/5R1K w - - 1 34,h2h3
r1q1r1k1/pbp1np2/1p2pBp1/P7/8/3B1Q2/1PP2PP1/R3K2R b KQ - 0 17,b7f3
Q5nr/p1p2kpp/4b3/8/3np3/2Nq4/PP3PPP/R1B1K1NR w KQ - 1 12,a8e4
rnbq1rk1/5pp1/2p1p2p/8/3PQ3/3B1N1P/5bP1/1NKR3R b - - 1 18,c8b7
